tag,type,n,text,xml:id,who,lemma,ana,part,next,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
w,,1.1.15,in,fs-tgv-0002340,,in,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.15,thy,fs-tgv-0002360,,thy,#po,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.15,danger,fs-tgv-0002380,,danger,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.15,",",fs-tgv-0002390,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
l,,1.1.16,,ftln-0016,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
w,,1.1.16,If,fs-tgv-0002400,,if,#cs,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.16,ever,fs-tgv-0002420,,ever,#av,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.16,danger,fs-tgv-0002440,,danger,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.16,do,fs-tgv-0002460,,do,#vvb,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.16,environ,fs-tgv-0002480,,environ,#vvi,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.16,thee,fs-tgv-0002500,,thou,#pno,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.16,",",fs-tgv-0002510,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
l,,1.1.17,,ftln-0017,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
w,,1.1.17,Commend,fs-tgv-0002520,,commend,#vvb,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.17,thy,fs-tgv-0002540,,thy,#po,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.17,grievance,fs-tgv-0002560,,grievance,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.17,to,fs-tgv-0002580,,to,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.17,my,fs-tgv-0002600,,my,#po,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.17,holy,fs-tgv-0002620,,holy,#j,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.17,prayers,fs-tgv-0002640,,prayer,#n2,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.17,",",fs-tgv-0002650,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
l,,1.1.18,,ftln-0018,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
w,,1.1.18,For,fs-tgv-0002660,,for,#acp-cs,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.18,I,fs-tgv-0002680,,i,#pns,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.18,will,fs-tgv-0002700,,will,#vmb,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.18,be,fs-tgv-0002720,,be,#vvi,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.18,thy,fs-tgv-0002740,,thy,#po,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.18,beadsman,fs-tgv-0002760,,beadsman,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.18,",",fs-tgv-0002770,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.18,Valentine,fs-tgv-0002790,,Valentine,#n1-nn,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.18,.,fs-tgv-0002800,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
sp,,,,sp-0019,{'#Valentine_TGV'},,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
l,,1.1.19,,ftln-0019,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
w,,1.1.19,And,fs-tgv-0002820,,and,#cc,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.19,on,fs-tgv-0002840,,on,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.19,a,fs-tgv-0002860,,a,#d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.19,love-book,fs-tgv-0002880,,love-book,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.19,pray,fs-tgv-0002900,,pray,#vvb,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.19,for,fs-tgv-0002920,,for,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.19,my,fs-tgv-0002940,,my,#po,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.19,success,fs-tgv-0002960,,success,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
pc,,1.1.19,?,fs-tgv-0002970,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
sp,,,,sp-0020,{'#Proteus_TGV'},,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
l,,1.1.20,,ftln-0020,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
w,,1.1.20,Upon,fs-tgv-0002990,,upon,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.20,some,fs-tgv-0003010,,some,#d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.20,book,fs-tgv-0003030,,book,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.20,I,fs-tgv-0003050,,i,#pns,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.20,love,fs-tgv-0003070,,love,#vvb,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.20,I’ll,fs-tgv-0003090,,i|will,#pns|vmb,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.20,pray,fs-tgv-0003110,,pray,#vvi,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.20,for,fs-tgv-0003130,,for,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.20,thee,fs-tgv-0003150,,thou,#pno,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.20,.,fs-tgv-0003160,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
sp,,,,sp-0021,{'#Valentine_TGV'},,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
l,,1.1.21,,ftln-0021,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
w,,1.1.21,That’s,fs-tgv-0003180,,that|be,#d|vvz,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.21,on,fs-tgv-0003200,,on,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.21,some,fs-tgv-0003220,,some,#d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.21,shallow,fs-tgv-0003240,,shallow,#j,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.21,story,fs-tgv-0003260,,story,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.21,of,fs-tgv-0003280,,of,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.21,deep,fs-tgv-0003300,,deep,#j,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.21,love,fs-tgv-0003320,,love,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
pc,,1.1.21,",",fs-tgv-0003330,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
l,,1.1.22,,ftln-0022,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
w,,1.1.22,How,fs-tgv-0003340,,how,#crq-cs,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.22,young,fs-tgv-0003360,,young,#j,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.22,Leander,fs-tgv-0003380,,Leander,#n1-nn,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.22,crossed,fs-tgv-0003400,,cross,#vvd,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.22,the,fs-tgv-0003420,,the,#d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.22,Hellespont,fs-tgv-0003440,,Hellespont,#n1-nn,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
pc,,1.1.22,.,fs-tgv-0003450,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
sp,,,,sp-0023,{'#Proteus_TGV'},,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
l,,1.1.23,,ftln-0023,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
w,,1.1.23,That’s,fs-tgv-0003470,,that|be,#d|vvz,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.23,a,fs-tgv-0003490,,a,#d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.23,deep,fs-tgv-0003510,,deep,#j,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.23,story,fs-tgv-0003530,,story,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.23,of,fs-tgv-0003550,,of,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.23,a,fs-tgv-0003570,,a,#d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.23,deeper,fs-tgv-0003590,,deep,#j-c,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.23,love,fs-tgv-0003610,,love,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.23,",",fs-tgv-0003620,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
l,,1.1.24,,ftln-0024,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
w,,1.1.24,For,fs-tgv-0003630,,for,#acp-cs,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.24,he,fs-tgv-0003650,,he,#pns,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.24,was,fs-tgv-0003670,,be,#vvd,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.24,more,fs-tgv-0003690,,more,#av-c_d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.24,than,fs-tgv-0003710,,than,#cs,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.24,over,fs-tgv-0003730,,over,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.24,shoes,fs-tgv-0003750,,shoe,#n2,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.24,in,fs-tgv-0003770,,in,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.24,love,fs-tgv-0003790,,love,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.24,.,fs-tgv-0003800,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
sp,,,,sp-0025,{'#Valentine_TGV'},,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
l,,1.1.25,,ftln-0025,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
w,,1.1.25,’Tis,fs-tgv-0003820,,it|be,#pn|vvz,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.25,true,fs-tgv-0003840,,true,#j,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
pc,,1.1.25,",",fs-tgv-0003850,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.25,for,fs-tgv-0003870,,for,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.25,you,fs-tgv-0003890,,you,#pn,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.25,are,fs-tgv-0003910,,be,#vvb,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.25,over,fs-tgv-0003930,,over,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.25,boots,fs-tgv-0003950,,boot,#n2,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.25,in,fs-tgv-0003970,,in,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.25,love,fs-tgv-0003990,,love,#n1,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
pc,,1.1.25,",",fs-tgv-0004000,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
l,,1.1.26,,ftln-0026,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
w,,1.1.26,And,fs-tgv-0004010,,and,#cc,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.26,yet,fs-tgv-0004030,,yet,#av,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.26,you,fs-tgv-0004050,,you,#pn,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.26,never,fs-tgv-0004070,,never,#av-x,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.26,swam,fs-tgv-0004090,,swim,#vvd,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.26,the,fs-tgv-0004110,,the,#d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.26,Hellespont,fs-tgv-0004130,,Hellespont,#n1-nn,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
pc,,1.1.26,.,fs-tgv-0004140,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
sp,,,,sp-0027,{'#Proteus_TGV'},,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
l,,1.1.27,,ftln-0027,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
w,,1.1.27,Over,fs-tgv-0004160,,over,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.27,the,fs-tgv-0004180,,the,#d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.27,boots,fs-tgv-0004200,,boot,#n2,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.27,?,fs-tgv-0004210,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.27,Nay,fs-tgv-0004230,,nay,#uh,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.27,",",fs-tgv-0004240,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.27,give,fs-tgv-0004260,,give,#vvb,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.27,me,fs-tgv-0004280,,i,#pno,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.27,not,fs-tgv-0004300,,not,#xx,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.27,the,fs-tgv-0004320,,the,#d,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.27,boots,fs-tgv-0004340,,boot,#n2,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.27,.,fs-tgv-0004350,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
sp,,,,sp-0028,{'#Valentine_TGV'},,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
l,,1.1.28,,ftln-0028,,,,I,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
w,,1.1.28,No,fs-tgv-0004370,,no,#uh-x,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
pc,,1.1.28,",",fs-tgv-0004380,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.28,I,fs-tgv-0004400,,i,#pns,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.28,will,fs-tgv-0004420,,will,#vmb,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.28,not,fs-tgv-0004440,,not,#xx,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
pc,,1.1.28,",",fs-tgv-0004450,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.28,for,fs-tgv-0004470,,for,#acp-p,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.28,it,fs-tgv-0004490,,it,#pn,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.28,boots,fs-tgv-0004510,,boot,#vvz,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.28,thee,fs-tgv-0004530,,thou,#pno,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
c,,, ,,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,
w,,1.1.28,not,fs-tgv-0004550,,not,#xx,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
pc,,1.1.28,.,fs-tgv-0004560,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
sp,,,,sp-0029,{'#Proteus_TGV'},,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
l,,1.1.29,,ftln-0029,,,,F,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
w,,1.1.29,What,fs-tgv-0004580,,what,#crq-q,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
pc,,1.1.29,?,fs-tgv-0004590,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Proteus_TGV
sp,,,,sp-0030,{'#Valentine_TGV'},,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
l,,1.1.30,,ftln-0030,,,,,,,,1,1,#Proteus_TGV #Valentine_TGV,1,#Valentine_TGV
