tag,type,n,text,xml:id,who,lemma,ana,part,prev,rendition,next,unit,corresp,act,scene,onstage,stagegroup_raw,speaker
w,,1.1.15,Stand,fs-ham-0002040,,stand,#vvb,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.15,ho,fs-ham-0002060,,ho,#uh,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
pc,,1.1.15,!,fs-ham-0002070,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.15,Who,fs-ham-0002090,,who,#crq-q,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.15,is,fs-ham-0002110,,be,#vvz,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.15,there,fs-ham-0002130,,there,#acp-av,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
pc,,1.1.15,?,fs-ham-0002140,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
sp,,,,sp-0016,{'#Horatio_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Horatio_Ham
l,,1.1.16,,ftln-0016,,,#short,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Horatio_Ham
w,,1.1.16,Friends,fs-ham-0002160,,friend,#n2,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.16,to,fs-ham-0002180,,to,#acp-p,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.16,this,fs-ham-0002200,,this,#d,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.16,ground,fs-ham-0002220,,ground,#n1,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Horatio_Ham
pc,,1.1.16,.,fs-ham-0002230,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Horatio_Ham
sp,,,,sp-0017,{'#Marcellus_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
l,,1.1.17,,ftln-0017,,,#short,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
w,,1.1.17,And,fs-ham-0002250,,and,#cc,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.17,liegemen,fs-ham-0002270,,liegeman,#n2,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.17,to,fs-ham-0002290,,to,#acp-p,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.17,the,fs-ham-0002310,,the,#d,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.17,Dane,fs-ham-0002330,,Dane,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
pc,,1.1.17,.,fs-ham-0002340,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
sp,,,,sp-0018,{'#Francisco_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
l,,1.1.18,,ftln-0018,,,#short,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
w,,1.1.18,Give,fs-ham-0002360,,give,#vvb,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.18,you,fs-ham-0002380,,you,#pn,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.18,good,fs-ham-0002400,,good,#j,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.18,night,fs-ham-0002420,,night,#n1,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
pc,,1.1.18,.,fs-ham-0002430,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
sp,,,,sp-0019,{'#Marcellus_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
l,,1.1.19,,ftln-0019,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
w,,1.1.19,O,fs-ham-0002450,,oh,#uh,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.19,farewell,fs-ham-0002470,,farewell,#uh_n,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
pc,,1.1.19,",",fs-ham-0002480,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.19,honest,fs-ham-0002500,,honest,#j,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.19,soldier,fs-ham-0002520,,soldier,#n1,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
pc,,1.1.19,.,fs-ham-0002530,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.19,Who,fs-ham-0002550,,who,#crq-q,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.19,hath,fs-ham-0002570,,have,#vvz,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.19,relieved,fs-ham-0002590,,relieve,#vvn,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.20,you,fs-ham-0002600,,you,#pn,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
pc,,1.1.20,?,fs-ham-0002610,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Marcellus_Ham
sp,,,,sp-0021,{'#Francisco_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
l,,1.1.21,,ftln-0021,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
w,,1.1.21,Barnardo,fs-ham-0002630,,Bernardo,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.21,hath,fs-ham-0002650,,have,#vvz,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.21,my,fs-ham-0002670,,my,#po,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.21,place,fs-ham-0002690,,place,#n1,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
pc,,1.1.21,.,fs-ham-0002700,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.21,Give,fs-ham-0002720,,give,#vvb,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.21,you,fs-ham-0002740,,you,#pn,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.21,good,fs-ham-0002760,,good,#j,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,
w,,1.1.21,night,fs-ham-0002780,,night,#n1,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
pc,,1.1.21,.,fs-ham-0002790,,,,,,,,,,1,1,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,2,#Francisco_Ham
stage,exit,SD 1.1.21.1,,stg-0021.1,{'#Francisco_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,SD 1.1.21.1,Francisco,fs-ham-0002800,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,SD 1.1.21.1,exits,fs-ham-0002820,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
pc,,SD 1.1.21.1,.,fs-ham-0002830,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
sp,,,,sp-0022,{'#Marcellus_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
l,,1.1.22,,ftln-0022,,,#short,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
w,,1.1.22,Holla,fs-ham-0002850,,holla,#uh,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
pc,,1.1.22,",",fs-ham-0002860,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.22,Barnardo,fs-ham-0002880,,Bernardo,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
pc,,1.1.22,.,fs-ham-0002890,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
sp,,,,sp-0023,{'#Barnardo_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
l,,1.1.23,,ftln-0023,,,#short,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
w,,1.1.23,Say,fs-ham-0002910,,say,#vvb,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
pc,,1.1.23,",",fs-ham-0002920,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.23,what,fs-ham-0002940,,what,#crq-q,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
pc,,1.1.23,",",fs-ham-0002950,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.23,is,fs-ham-0002970,,be,#vvz,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.23,Horatio,fs-ham-0002990,,Horatio,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.23,there,fs-ham-0003010,,there,#acp-av,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
pc,,1.1.23,?,fs-ham-0003020,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
sp,,,,sp-0024,{'#Horatio_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
l,,1.1.24,,ftln-0024,,,#short,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
w,,1.1.24,A,fs-ham-0003040,,a,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.24,piece,fs-ham-0003060,,piece,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.24,of,fs-ham-0003080,,of,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.24,him,fs-ham-0003100,,he,#pno,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
pc,,1.1.24,.,fs-ham-0003110,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
sp,,,,sp-0025,{'#Barnardo_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
l,,1.1.25,,ftln-0025,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
w,,1.1.25,Welcome,fs-ham-0003130,,welcome,#uh_j,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
pc,,1.1.25,",",fs-ham-0003140,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.25,Horatio,fs-ham-0003160,,Horatio,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
pc,,1.1.25,.,fs-ham-0003170,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
pc,,1.1.25,—,fs-ham-0003180,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
w,,1.1.25,Welcome,fs-ham-0003190,,welcome,#uh_j,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
pc,,1.1.25,",",fs-ham-0003200,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.25,good,fs-ham-0003220,,good,#j,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.25,Marcellus,fs-ham-0003240,,Marcellus,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
pc,,1.1.25,.,fs-ham-0003250,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
sp,,,,sp-0026,{'#Horatio_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
l,,1.1.26,,ftln-0026,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
w,,1.1.26,What,fs-ham-0003270,,what,#crq-q,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
pc,,1.1.26,",",fs-ham-0003280,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.26,has,fs-ham-0003300,,have,#vvz,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.26,this,fs-ham-0003320,,this,#d,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.26,thing,fs-ham-0003340,,thing,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.26,appeared,fs-ham-0003360,,appear,#vvn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.26,again,fs-ham-0003380,,again,#av,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.26,tonight,fs-ham-0003400,,tonight,#av,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
pc,,1.1.26,?,fs-ham-0003410,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Horatio_Ham
sp,,,,sp-0027,{'#Barnardo_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
l,,1.1.27,,ftln-0027,,,#short,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
w,,1.1.27,I,fs-ham-0003430,,i,#pns,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.27,have,fs-ham-0003450,,have,#vvb,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.27,seen,fs-ham-0003470,,see,#vvn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.27,nothing,fs-ham-0003490,,nothing,#pi-x,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
pc,,1.1.27,.,fs-ham-0003500,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Barnardo_Ham
sp,,,,sp-0028,{'#Marcellus_Ham'},,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
l,,1.1.28,,ftln-0028,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
w,,1.1.28,Horatio,fs-ham-0003520,,Horatio,#n1-nn,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.28,says,fs-ham-0003540,,say,#vvz,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.28,’tis,fs-ham-0003560,,it|be,#pn|vvz,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.28,but,fs-ham-0003580,,but,#acp-p,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.28,our,fs-ham-0003600,,our,#po,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.28,fantasy,fs-ham-0003620,,fantasy,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
l,,1.1.29,,ftln-0029,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
w,,1.1.29,And,fs-ham-0003630,,and,#cc,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.29,will,fs-ham-0003650,,will,#vmb,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.29,not,fs-ham-0003670,,not,#xx,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.29,let,fs-ham-0003690,,let,#vvi,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
w,,1.1.29,belief,fs-ham-0003710,,belief,#n1,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,#Marcellus_Ham
c,,, ,,,,,,,,,,,1,1,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,3,
