tag,type,n,text,xml:id,who,lemma,ana,part,next,rendition,act,scene,onstage,stagegroup_raw,speaker
w,,1.1.10,good,fs-r2-0001800,,good,#j,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.10,subject,fs-r2-0001820,,subject,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.10,should,fs-r2-0001840,,shall,#vmd,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
pc,,1.1.10,",",fs-r2-0001850,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
l,,1.1.11,,ftln-0011,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
w,,1.1.11,On,fs-r2-0001860,,on,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.11,some,fs-r2-0001880,,some,#d,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.11,known,fs-r2-0001900,,know,#j_vn,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.11,ground,fs-r2-0001920,,ground,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.11,of,fs-r2-0001940,,of,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.11,treachery,fs-r2-0001960,,treachery,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.11,in,fs-r2-0001980,,in,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.11,him,fs-r2-0002000,,he,#pno,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
pc,,1.1.11,?,fs-r2-0002010,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
sp,,,,sp-0012,{'#Gaunt_R2'},,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
l,,1.1.12,,ftln-0012,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
w,,1.1.12,As,fs-r2-0002030,,as,#acp-av,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.12,near,fs-r2-0002050,,near,#av_j,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.12,as,fs-r2-0002070,,as,#acp-cs,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.12,I,fs-r2-0002090,,i,#pns,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.12,could,fs-r2-0002110,,can,#vmd,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.12,sift,fs-r2-0002130,,sift,#vvi,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.12,him,fs-r2-0002150,,he,#pno,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.12,on,fs-r2-0002170,,on,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.12,that,fs-r2-0002190,,that,#d,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.12,argument,fs-r2-0002210,,argument,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
pc,,1.1.12,",",fs-r2-0002220,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
l,,1.1.13,,ftln-0013,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
w,,1.1.13,On,fs-r2-0002230,,on,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.13,some,fs-r2-0002250,,some,#d,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.13,apparent,fs-r2-0002270,,apparent,#j,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.13,danger,fs-r2-0002290,,danger,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.13,seen,fs-r2-0002310,,see,#vvn,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.13,in,fs-r2-0002330,,in,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.13,him,fs-r2-0002350,,he,#pno,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
l,,1.1.14,,ftln-0014,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
w,,1.1.14,Aimed,fs-r2-0002360,,aim,#vvn,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.14,at,fs-r2-0002380,,at,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.14,your,fs-r2-0002400,,your,#po,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.14,Highness,fs-r2-0002420,,highness,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
pc,,1.1.14,",",fs-r2-0002430,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.14,no,fs-r2-0002450,,no,#d-x,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.14,inveterate,fs-r2-0002470,,inveterate,#j,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.14,malice,fs-r2-0002490,,malice,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
pc,,1.1.14,.,fs-r2-0002500,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#Gaunt_R2
sp,,,,sp-0015,{'#RichardII_R2'},,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
l,,1.1.15,,ftln-0015,,,,I,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
w,,1.1.15,Then,fs-r2-0002540,,then,#av,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.15,call,fs-r2-0002560,,call,#vvb,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.15,them,fs-r2-0002580,,they,#pno,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.15,to,fs-r2-0002600,,to,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.15,our,fs-r2-0002620,,our,#po,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.15,presence,fs-r2-0002640,,presence,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
pc,,1.1.15,.,fs-r2-0002650,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
stage,exit,SD 1.1.15.1,,stg-0015.1,{'#ATTENDANTS.0.1_R2'},,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
w,,SD 1.1.15.1,An,fs-r2-0002660,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,SD 1.1.15.1,Attendant,fs-r2-0002680,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,SD 1.1.15.1,exits,fs-r2-0002700,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
pc,,SD 1.1.15.1,.,fs-r2-0002710,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
l,,1.1.16,,ftln-0016,,,,F,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
w,,1.1.16,Face,fs-r2-0002720,,face,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.16,to,fs-r2-0002740,,to,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.16,face,fs-r2-0002760,,face,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
l,,1.1.17,,ftln-0017,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
w,,1.1.17,And,fs-r2-0002780,,and,#cc,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.17,frowning,fs-r2-0002800,,frown,#vvg,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.17,brow,fs-r2-0002820,,brow,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.17,to,fs-r2-0002840,,to,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.17,brow,fs-r2-0002860,,brow,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
pc,,1.1.17,",",fs-r2-0002870,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.17,ourselves,fs-r2-0002890,,ourselves,#px,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.17,will,fs-r2-0002910,,will,#vmb,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.17,hear,fs-r2-0002930,,hear,#vvi,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
l,,1.1.18,,ftln-0018,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
w,,1.1.18,The,fs-r2-0002940,,the,#d,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.18,accuser,fs-r2-0002960,,accuser,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.18,and,fs-r2-0002980,,and,#cc,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.18,the,fs-r2-0003000,,the,#d,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.18,accusèd,fs-r2-0003020,,accuse,#n1_vn,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.18,freely,fs-r2-0003040,,free,#av_j,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.18,speak,fs-r2-0003060,,speak,#vvb,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
pc,,1.1.18,.,fs-r2-0003070,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
l,,1.1.19,,ftln-0019,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
w,,1.1.19,High,fs-r2-0003080,,high,#av_j,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.19,stomached,fs-r2-0003100,,stomach,#j_vn,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.19,are,fs-r2-0003120,,be,#vvb,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.19,they,fs-r2-0003140,,they,#pns,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.19,both,fs-r2-0003160,,both,#av_d,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.19,and,fs-r2-0003180,,and,#cc,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.19,full,fs-r2-0003200,,full,#j,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.19,of,fs-r2-0003220,,of,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.19,ire,fs-r2-0003240,,ire,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
pc,,1.1.19,",",fs-r2-0003250,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
l,,1.1.20,,ftln-0020,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
w,,1.1.20,In,fs-r2-0003260,,in,#acp-p,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.20,rage,fs-r2-0003280,,rage,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.20,deaf,fs-r2-0003300,,deaf,#j,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.20,as,fs-r2-0003320,,as,#acp-cs,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.20,the,fs-r2-0003340,,the,#d,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.20,sea,fs-r2-0003360,,sea,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
pc,,1.1.20,",",fs-r2-0003370,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.20,hasty,fs-r2-0003390,,hasty,#j,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.20,as,fs-r2-0003410,,as,#acp-cs,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,
w,,1.1.20,fire,fs-r2-0003430,,fire,#n1,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
pc,,1.1.20,.,fs-r2-0003440,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,1,#RichardII_R2
stage,entrance,SD 1.1.20.1,,stg-0020.1,"{'#Mowbray_R2', '#HenryIV_1H4'}",,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,2,
w,,SD 1.1.20.1,Enter,fs-r2-0003450,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,2,
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,2,
w,,SD 1.1.20.1,Bolingbroke,fs-r2-0003470,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,2,
c,,, ,,,,,,,,1,1,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,2,
