tag,type,n,text,xml:id,who,lemma,ana,part,rendition,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.9,hostile,fs-1h4-0001670,,hostile,#j,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.9,paces,fs-1h4-0001690,,pace,#n2,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.9,.,fs-1h4-0001700,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.9,Those,fs-1h4-0001720,,those,#d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.9,opposèd,fs-1h4-0001740,,oppose,#j_vn,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.9,eyes,fs-1h4-0001760,,eye,#n2,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.9,",",fs-1h4-0001770,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.10,,ftln-0010,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.10,Which,fs-1h4-0001780,,which,#crq-r,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.10,",",fs-1h4-0001790,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.10,like,fs-1h4-0001810,,like,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.10,the,fs-1h4-0001830,,the,#d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.10,meteors,fs-1h4-0001850,,meteor,#n2,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.10,of,fs-1h4-0001870,,of,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.10,a,fs-1h4-0001890,,a,#d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.10,troubled,fs-1h4-0001910,,trouble,#j_vn,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.10,heaven,fs-1h4-0001930,,heaven,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.10,",",fs-1h4-0001940,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.11,,ftln-0011,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.11,All,fs-1h4-0001950,,all,#d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.11,of,fs-1h4-0001970,,of,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.11,one,fs-1h4-0001990,,one,#crd,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.11,nature,fs-1h4-0002010,,nature,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.11,",",fs-1h4-0002020,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.11,of,fs-1h4-0002040,,of,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.11,one,fs-1h4-0002060,,one,#crd,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.11,substance,fs-1h4-0002080,,substance,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.11,bred,fs-1h4-0002100,,breed,#vvn,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.11,",",fs-1h4-0002110,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.12,,ftln-0012,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.12,Did,fs-1h4-0002120,,do,#vvd,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.12,lately,fs-1h4-0002140,,late,#av_j,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.12,meet,fs-1h4-0002160,,meet,#vvi,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.12,in,fs-1h4-0002180,,in,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.12,the,fs-1h4-0002200,,the,#d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.12,intestine,fs-1h4-0002220,,intestine,#j,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.12,shock,fs-1h4-0002240,,shock,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.13,,ftln-0013,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.13,And,fs-1h4-0002250,,and,#cc,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.13,furious,fs-1h4-0002270,,furious,#j,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.13,close,fs-1h4-0002290,,close,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.13,of,fs-1h4-0002310,,of,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.13,civil,fs-1h4-0002330,,civil,#j,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.13,butchery,fs-1h4-0002350,,butchery,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.13,",",fs-1h4-0002360,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.14,,ftln-0014,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.14,Shall,fs-1h4-0002370,,shall,#vmb,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.14,now,fs-1h4-0002390,,now,#av,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.14,",",fs-1h4-0002400,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.14,in,fs-1h4-0002420,,in,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.14,mutual,fs-1h4-0002440,,mutual,#j,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.14,well-beseeming,fs-1h4-0002460,,well-beseeming,#j,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.14,ranks,fs-1h4-0002480,,rank,#n2,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.14,",",fs-1h4-0002490,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.15,,ftln-0015,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.15,March,fs-1h4-0002500,,march,#vvi,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.15,all,fs-1h4-0002520,,all,#av_d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.15,one,fs-1h4-0002540,,one,#crd,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.15,way,fs-1h4-0002560,,way,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.15,and,fs-1h4-0002580,,and,#cc,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.15,be,fs-1h4-0002600,,be,#vvi,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.15,no,fs-1h4-0002620,,no,#av-x_d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.15,more,fs-1h4-0002640,,more,#av-c_d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.15,opposed,fs-1h4-0002660,,oppose,#vvn,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.16,,ftln-0016,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.16,Against,fs-1h4-0002670,,against,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.16,acquaintance,fs-1h4-0002690,,acquaintance,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.16,",",fs-1h4-0002700,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.16,kindred,fs-1h4-0002720,,kindred,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.16,",",fs-1h4-0002730,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.16,and,fs-1h4-0002750,,and,#cc,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.16,allies,fs-1h4-0002770,,ally,#n2,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.16,.,fs-1h4-0002780,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.17,,ftln-0017,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.17,The,fs-1h4-0002790,,the,#d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.17,edge,fs-1h4-0002810,,edge,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.17,of,fs-1h4-0002830,,of,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.17,war,fs-1h4-0002850,,war,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.17,",",fs-1h4-0002860,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.17,like,fs-1h4-0002880,,like,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.17,an,fs-1h4-0002900,,a,#d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.17,ill-sheathèd,fs-1h4-0002920,,ill-sheathed,#j,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.17,knife,fs-1h4-0002940,,knife,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.17,",",fs-1h4-0002950,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.18,,ftln-0018,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.18,No,fs-1h4-0002960,,no,#av-x_d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.18,more,fs-1h4-0002980,,more,#d-c,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.18,shall,fs-1h4-0003000,,shall,#vmb,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.18,cut,fs-1h4-0003020,,cut,#vvi,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.18,his,fs-1h4-0003040,,his,#po,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.18,master,fs-1h4-0003060,,master,#n1,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.18,.,fs-1h4-0003070,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.18,Therefore,fs-1h4-0003090,,therefore,#av,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.18,",",fs-1h4-0003100,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.18,friends,fs-1h4-0003120,,friend,#n2,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
pc,,1.1.18,",",fs-1h4-0003130,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
l,,1.1.19,,ftln-0019,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
w,,1.1.19,As,fs-1h4-0003140,,as,#acp-av,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.19,far,fs-1h4-0003160,,far,#av_j,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.19,as,fs-1h4-0003180,,as,#acp-cs,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.19,to,fs-1h4-0003200,,to,#acp-p,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
w,,1.1.19,the,fs-1h4-0003220,,the,#d,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,#HenryIV_1H4
c,,, ,,,,,,,1,1,#ATTENDANTS_1H4 #Bedford_H5 #HenryIV_1H4 #Westmoreland_1H4,1,
