tag,type,n,text,xml:id,who,ana,lemma,part,prev,rendition,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,SD 1.1.13.1,hands,fs-mm-0002110,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,SD 1.1.13.1,Escalus,fs-mm-0002130,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,SD 1.1.13.1,a,fs-mm-0002150,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,SD 1.1.13.1,paper,fs-mm-0002170,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,SD 1.1.13.1,.,fs-mm-0002180,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
l,,1.1.14,,ftln-0014,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,1.1.14,From,fs-mm-0002190,,#acp-p,from,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.14,which,fs-mm-0002210,,#crq-r,which,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.14,we,fs-mm-0002230,,#pns,we,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.14,would,fs-mm-0002250,,#vmd,will,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.14,not,fs-mm-0002270,,#xx,not,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.14,have,fs-mm-0002290,,#vvi,have,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.14,you,fs-mm-0002310,,#pn,you,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.14,warp,fs-mm-0002330,,#vvb,warp,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.14,.,fs-mm-0002340,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.14,—,fs-mm-0002350,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,1.1.14,Call,fs-mm-0002360,,#vvb,call,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.15,hither,fs-mm-0002370,,#av,hither,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.15,",",fs-mm-0002380,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
l,,1.1.16,,ftln-0016,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,1.1.16,I,fs-mm-0002390,,#pns,i,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.16,say,fs-mm-0002410,,#vvb,say,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.16,",",fs-mm-0002420,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.16,bid,fs-mm-0002440,,#vvb,bid,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.16,come,fs-mm-0002460,,#vvi,come,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.16,before,fs-mm-0002480,,#acp-p,before,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.16,us,fs-mm-0002500,,#pno,we,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.16,Angelo,fs-mm-0002520,,#n1-nn,Angelo,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.16,.,fs-mm-0002530,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
stage,exit,SD 1.1.16.1,,stg-0016.1,{'#ATTENDANTS.0_MM'},,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,SD 1.1.16.1,An,fs-mm-0002540,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,SD 1.1.16.1,Attendant,fs-mm-0002560,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,SD 1.1.16.1,exits,fs-mm-0002580,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,SD 1.1.16.1,.,fs-mm-0002590,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
l,,1.1.17,,ftln-0017,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,1.1.17,What,fs-mm-0002600,,#crq-q,what,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.17,figure,fs-mm-0002620,,#n1,figure,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.17,of,fs-mm-0002640,,#acp-p,of,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.17,us,fs-mm-0002660,,#pno,we,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.17,think,fs-mm-0002680,,#vvb,think,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.17,you,fs-mm-0002700,,#pn,you,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.17,he,fs-mm-0002720,,#pns,he,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.17,will,fs-mm-0002740,,#vmb,will,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.17,bear,fs-mm-0002760,,#vvi,bear,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.17,?,fs-mm-0002770,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
l,,1.1.18,,ftln-0018,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,1.1.18,For,fs-mm-0002780,,#acp-p,for,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.18,you,fs-mm-0002800,,#pn,you,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.18,must,fs-mm-0002820,,#vmb,must,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.18,know,fs-mm-0002840,,#vvi,know,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.18,",",fs-mm-0002850,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.18,we,fs-mm-0002870,,#pns,we,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.18,have,fs-mm-0002890,,#vvb,have,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.18,with,fs-mm-0002910,,#acp-p,with,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.18,special,fs-mm-0002930,,#j,special,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.18,soul,fs-mm-0002950,,#n1,soul,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
l,,1.1.19,,ftln-0019,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,1.1.19,Elected,fs-mm-0002960,,#vvn,elect,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.19,him,fs-mm-0002980,,#pno,he,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.19,our,fs-mm-0003000,,#po,our,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.19,absence,fs-mm-0003020,,#n1,absence,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.19,to,fs-mm-0003040,,#acp-cs,to,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.19,supply,fs-mm-0003060,,#vvi,supply,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.19,",",fs-mm-0003070,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
l,,1.1.20,,ftln-0020,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,1.1.20,Lent,fs-mm-0003080,,#vvd,lend,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.20,him,fs-mm-0003100,,#pno,he,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.20,our,fs-mm-0003120,,#po,our,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.20,terror,fs-mm-0003140,,#n1,terror,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.20,",",fs-mm-0003150,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.20,dressed,fs-mm-0003170,,#vvn,dress,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.20,him,fs-mm-0003190,,#pno,he,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.20,with,fs-mm-0003210,,#acp-p,with,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.20,our,fs-mm-0003230,,#po,our,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.20,love,fs-mm-0003250,,#n1,love,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.20,",",fs-mm-0003260,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
l,,1.1.21,,ftln-0021,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,1.1.21,And,fs-mm-0003270,,#cc,and,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.21,given,fs-mm-0003290,,#vvn,give,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.21,his,fs-mm-0003310,,#po,his,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.21,deputation,fs-mm-0003330,,#n1,deputation,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.21,all,fs-mm-0003350,,#d,all,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.21,the,fs-mm-0003370,,#d,the,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.21,organs,fs-mm-0003390,,#n2,organ,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
l,,1.1.22,,ftln-0022,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
w,,1.1.22,Of,fs-mm-0003400,,#acp-p,of,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.22,our,fs-mm-0003420,,#po,our,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.22,own,fs-mm-0003440,,#d,own,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.22,power,fs-mm-0003460,,#n1,power,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.22,.,fs-mm-0003470,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.22,What,fs-mm-0003490,,#crq-q,what,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.22,think,fs-mm-0003510,,#vvb,think,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.22,you,fs-mm-0003530,,#pn,you,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.22,of,fs-mm-0003550,,#acp-p,of,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.22,it,fs-mm-0003570,,#pn,it,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
pc,,1.1.22,?,fs-mm-0003580,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Duke_MM
sp,,,,sp-0023,{'#Escalus_MM'},,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
l,,1.1.23,,ftln-0023,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
w,,1.1.23,If,fs-mm-0003600,,#cs,if,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.23,any,fs-mm-0003620,,#d,any,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.23,in,fs-mm-0003640,,#acp-p,in,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.23,Vienna,fs-mm-0003660,,#n1-nn,Vienna,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.23,be,fs-mm-0003680,,#vvb,be,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.23,of,fs-mm-0003700,,#acp-p,of,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.23,worth,fs-mm-0003720,,#n1,worth,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
l,,1.1.24,,ftln-0024,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
w,,1.1.24,To,fs-mm-0003730,,#acp-cs,to,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.24,undergo,fs-mm-0003750,,#vvi,undergo,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.24,such,fs-mm-0003770,,#d,such,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.24,ample,fs-mm-0003790,,#j,ample,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.24,grace,fs-mm-0003810,,#n1,grace,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.24,and,fs-mm-0003830,,#cc,and,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.24,honor,fs-mm-0003850,,#n1,honour,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
pc,,1.1.24,",",fs-mm-0003860,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
l,,1.1.25,,ftln-0025,,,,I,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
w,,1.1.25,It,fs-mm-0003870,,#pn,it,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.25,is,fs-mm-0003890,,#vvz,be,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.25,Lord,fs-mm-0003910,,#n1,lord,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,
w,,1.1.25,Angelo,fs-mm-0003930,,#n1-nn,Angelo,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
pc,,1.1.25,.,fs-mm-0003940,,,,,,,1,1,#ATTENDANTS_MM #Duke_MM #Escalus_MM,1,#Escalus_MM
stage,entrance,SD 1.1.25.1,,stg-0025.1,{'#Angelo_MM'},,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,
w,,SD 1.1.25.1,Enter,fs-mm-0003950,,,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,
w,,SD 1.1.25.1,Angelo,fs-mm-0003970,,,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,
pc,,SD 1.1.25.1,.,fs-mm-0003980,,,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,
sp,,,,sp-0026,{'#Duke_MM'},,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Duke_MM
l,,1.1.26,,ftln-0026,,,,F,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Duke_MM
w,,1.1.26,Look,fs-mm-0004000,,#vvb,look,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,
w,,1.1.26,where,fs-mm-0004020,,#crq-cs,where,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,
w,,1.1.26,he,fs-mm-0004040,,#pns,he,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Duke_MM
c,,, ,,,,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,
w,,1.1.26,comes,fs-mm-0004060,,#vvz,come,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Duke_MM
pc,,1.1.26,.,fs-mm-0004070,,,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Duke_MM
sp,,,,sp-0027,{'#Angelo_MM'},,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Angelo_MM
l,,1.1.27,,ftln-0027,,,,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Angelo_MM
w,,1.1.27,Always,fs-mm-0004090,,#av,always,,,,1,1,#ATTENDANTS_MM #Angelo_MM #Duke_MM #Escalus_MM,2,#Angelo_MM
