tag,type,n,text,xml:id,who,lemma,ana,rendition,part,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.13,hundred,fs-wiv-0001900,,hundred,#crd,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.13,years,fs-wiv-0001920,,year,#n2,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
pc,,1.1.13,.,fs-wiv-0001930,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
sp,,,,sp-0014,{'#Slender_Wiv'},,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
p,,,,p-0014,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
lb,,1.1.14,,ftln-0014,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
w,,1.1.14,All,fs-wiv-0001950,,all,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.14,his,fs-wiv-0001970,,his,#po,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.14,successors,fs-wiv-0001990,,successor,#n2,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.14,gone,fs-wiv-0002010,,go,#vvn,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.14,before,fs-wiv-0002030,,before,#acp-p,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.14,him,fs-wiv-0002050,,he,#pno,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.14,hath,fs-wiv-0002070,,have,#vvz,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
lb,,1.1.15,,ftln-0015,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
w,,1.1.15,done,fs-wiv-0002080,,do,#vvn,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.15,’t,fs-wiv-0002100,,it,#pn,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
pc,,1.1.15,",",fs-wiv-0002110,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.15,and,fs-wiv-0002130,,and,#cc,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.15,all,fs-wiv-0002150,,all,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.15,his,fs-wiv-0002170,,his,#po,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.15,ancestors,fs-wiv-0002190,,ancestor,#n2,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.15,that,fs-wiv-0002210,,that,#cs,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.15,come,fs-wiv-0002230,,come,#vvb,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.15,after,fs-wiv-0002250,,after,#acp-p,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.15,him,fs-wiv-0002270,,he,#pno,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
lb,,1.1.16,,ftln-0016,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
w,,1.1.16,may,fs-wiv-0002280,,may,#vmb,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
pc,,1.1.16,.,fs-wiv-0002290,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.16,They,fs-wiv-0002310,,they,#pns,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.16,may,fs-wiv-0002330,,may,#vmb,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.16,give,fs-wiv-0002350,,give,#vvi,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.16,the,fs-wiv-0002370,,the,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.16,dozen,fs-wiv-0002390,,dozen,#crd,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.16,white,fs-wiv-0002410,,white,#j,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.16,luces,fs-wiv-0002430,,luce,#n2,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.16,in,fs-wiv-0002450,,in,#acp-p,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.16,their,fs-wiv-0002470,,their,#po,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
lb,,1.1.17,,ftln-0017,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
w,,1.1.17,coat,fs-wiv-0002480,,coat,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
pc,,1.1.17,.,fs-wiv-0002490,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
sp,,,,sp-0018,{'#Shallow_2H4'},,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
p,,,,p-0018,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
lb,,1.1.18,,ftln-0018,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
w,,1.1.18,It,fs-wiv-0002510,,it,#pn,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.18,is,fs-wiv-0002530,,be,#vvz,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.18,an,fs-wiv-0002550,,a,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.18,old,fs-wiv-0002570,,old,#j,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.18,coat,fs-wiv-0002590,,coat,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
pc,,1.1.18,.,fs-wiv-0002600,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
sp,,,,sp-0019,{'#HughEvans_Wiv'},,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
p,,,,p-0019,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
lb,,1.1.19,,ftln-0019,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
w,,1.1.19,The,fs-wiv-0002640,,the,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.19,dozen,fs-wiv-0002660,,dozen,#crd,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.19,white,fs-wiv-0002680,,white,#j,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.19,louses,fs-wiv-0002700,,louse,#n2,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.19,do,fs-wiv-0002720,,do,#vvb,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.19,become,fs-wiv-0002740,,become,#vvi,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.19,an,fs-wiv-0002760,,a,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.19,old,fs-wiv-0002780,,old,#j,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
lb,,1.1.20,,ftln-0020,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
w,,1.1.20,coat,fs-wiv-0002790,,coat,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.20,well,fs-wiv-0002810,,well,#av,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
pc,,1.1.20,.,fs-wiv-0002820,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.20,It,fs-wiv-0002840,,it,#pn,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.20,agrees,fs-wiv-0002860,,agree,#vvz,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.20,well,fs-wiv-0002880,,well,#av,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
pc,,1.1.20,",",fs-wiv-0002890,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.20,passant,fs-wiv-0002910,,passant,#j,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
pc,,1.1.20,.,fs-wiv-0002920,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.20,It,fs-wiv-0002940,,it,#pn,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.20,is,fs-wiv-0002960,,be,#vvz,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.20,a,fs-wiv-0002980,,a,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.20,familiar,fs-wiv-0003000,,familiar,#j,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
lb,,1.1.21,,ftln-0021,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
w,,1.1.21,beast,fs-wiv-0003010,,beast,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.21,to,fs-wiv-0003030,,to,#acp-p,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.21,man,fs-wiv-0003050,,man,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.21,and,fs-wiv-0003070,,and,#cc,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.21,signifies,fs-wiv-0003090,,signify,#vvz,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.21,love,fs-wiv-0003110,,love,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
pc,,1.1.21,.,fs-wiv-0003120,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
sp,,,,sp-0022,{'#Shallow_2H4'},,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
p,,,,p-0022,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
lb,,1.1.22,,ftln-0022,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
w,,1.1.22,The,fs-wiv-0003140,,the,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,luce,fs-wiv-0003160,,luce,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,is,fs-wiv-0003180,,be,#vvz,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,the,fs-wiv-0003200,,the,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,fresh,fs-wiv-0003220,,fresh,#j,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,fish,fs-wiv-0003240,,fish,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
pc,,1.1.22,.,fs-wiv-0003250,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,The,fs-wiv-0003270,,the,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,salt,fs-wiv-0003290,,salt,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,fish,fs-wiv-0003310,,fish,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,is,fs-wiv-0003330,,be,#vvz,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.22,an,fs-wiv-0003350,,a,#d,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
lb,,1.1.23,,ftln-0023,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
w,,1.1.23,old,fs-wiv-0003360,,old,#j,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.23,coat,fs-wiv-0003380,,coat,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
pc,,1.1.23,.,fs-wiv-0003390,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
sp,,,,sp-0024,{'#Slender_Wiv'},,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
p,,,,p-0024,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
lb,,1.1.24,,ftln-0024,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
w,,1.1.24,I,fs-wiv-0003410,,i,#pns,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.24,may,fs-wiv-0003430,,may,#vmb,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.24,quarter,fs-wiv-0003450,,quarter,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
pc,,1.1.24,",",fs-wiv-0003460,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.24,coz,fs-wiv-0003480,,coz,#n1,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
pc,,1.1.24,.,fs-wiv-0003490,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Slender_Wiv
sp,,,,sp-0025,{'#Shallow_2H4'},,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
p,,,,p-0025,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
lb,,1.1.25,,ftln-0025,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
w,,1.1.25,You,fs-wiv-0003510,,you,#pn,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.25,may,fs-wiv-0003530,,may,#vmb,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
pc,,1.1.25,",",fs-wiv-0003540,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.25,by,fs-wiv-0003560,,by,#acp-p,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.25,marrying,fs-wiv-0003580,,marry,#vvg,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
pc,,1.1.25,.,fs-wiv-0003590,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#Shallow_2H4
sp,,,,sp-0026,{'#HughEvans_Wiv'},,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
p,,,,p-0026,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
lb,,1.1.26,,ftln-0026,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
w,,1.1.26,It,fs-wiv-0003630,,it,#pn,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.26,is,fs-wiv-0003650,,be,#vvz,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.26,marring,fs-wiv-0003670,,mar,#vvg,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.26,indeed,fs-wiv-0003690,,indeed,#av,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
pc,,1.1.26,",",fs-wiv-0003700,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.26,if,fs-wiv-0003720,,if,#cs,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.26,he,fs-wiv-0003740,,he,#pns,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.26,quarter,fs-wiv-0003760,,quarter,#vvb,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
c,,, ,,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,
w,,1.1.26,it,fs-wiv-0003780,,it,#pn,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
pc,,1.1.26,.,fs-wiv-0003790,,,,,,1,1,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,1,#HughEvans_Wiv
