tag,type,n,text,xml:id,who,ana,rendition,lemma,part,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.5,his,fs-tit-0001420,,#po,,his,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.5,firstborn,fs-tit-0001440,,#j,,first-born,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.5,son,fs-tit-0001460,,#n1,,son,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.5,that,fs-tit-0001480,,#cs,,that,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.5,was,fs-tit-0001500,,#vvd,,be,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.5,the,fs-tit-0001520,,#d,,the,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.5,last,fs-tit-0001540,,#ord,,last,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
l,,1.1.6,,ftln-0006,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
w,,1.1.6,That,fs-tit-0001550,,#cs,,that,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.6,wore,fs-tit-0001570,,#vvd,,wear,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.6,the,fs-tit-0001590,,#d,,the,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.6,imperial,fs-tit-0001610,,#j,,imperial,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.6,diadem,fs-tit-0001630,,#n1,,diadem,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.6,of,fs-tit-0001650,,#acp-p,,of,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.6,Rome,fs-tit-0001670,,#n1-nn,,Rome,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
pc,,1.1.6,.,fs-tit-0001680,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
l,,1.1.7,,ftln-0007,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
w,,1.1.7,Then,fs-tit-0001690,,#av,,then,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.7,let,fs-tit-0001710,,#vvb,,let,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.7,my,fs-tit-0001730,,#po,,my,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.7,father’s,fs-tit-0001750,,#n1g,,father,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.7,honors,fs-tit-0001770,,#n2,,honour,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.7,live,fs-tit-0001790,,#vvb,,live,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.7,in,fs-tit-0001810,,#acp-p,,in,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.7,me,fs-tit-0001830,,#pno,,i,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
pc,,1.1.7,",",fs-tit-0001840,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
l,,1.1.8,,ftln-0008,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
w,,1.1.8,Nor,fs-tit-0001850,,#cc-x,,nor,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.8,wrong,fs-tit-0001870,,#vvi,,wrong,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.8,mine,fs-tit-0001890,,#po,,my,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.8,age,fs-tit-0001910,,#n1,,age,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.8,with,fs-tit-0001930,,#acp-p,,with,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.8,this,fs-tit-0001950,,#d,,this,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.8,indignity,fs-tit-0001970,,#n1,,indignity,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
pc,,1.1.8,.,fs-tit-0001980,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Saturninus_Tit
sp,,,,sp-0009,{'#Bassianus_Tit'},,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
l,,1.1.9,,ftln-0009,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
w,,1.1.9,Romans,fs-tit-0002000,,#n2-nn_j,,Roman,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.9,",",fs-tit-0002010,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.9,friends,fs-tit-0002030,,#n2,,friend,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.9,",",fs-tit-0002040,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.9,followers,fs-tit-0002060,,#n2,,follower,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.9,",",fs-tit-0002070,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.9,favorers,fs-tit-0002090,,#n2,,favourer,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.9,of,fs-tit-0002110,,#acp-p,,of,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.9,my,fs-tit-0002130,,#po,,my,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.9,right,fs-tit-0002150,,#n1_j,,right,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.9,",",fs-tit-0002160,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
l,,1.1.10,,ftln-0010,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
w,,1.1.10,If,fs-tit-0002170,,#cs,,if,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.10,ever,fs-tit-0002190,,#av,,ever,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.10,Bassianus,fs-tit-0002210,,#n1-nn,,Bassianus,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.10,",",fs-tit-0002220,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.10,Caesar’s,fs-tit-0002240,,#n1g-nn,,Caesar,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.10,son,fs-tit-0002260,,#n1,,son,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.10,",",fs-tit-0002270,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
l,,1.1.11,,ftln-0011,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
w,,1.1.11,Were,fs-tit-0002280,,#vvd,,be,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.11,gracious,fs-tit-0002300,,#j,,gracious,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.11,in,fs-tit-0002320,,#acp-p,,in,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.11,the,fs-tit-0002340,,#d,,the,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.11,eyes,fs-tit-0002360,,#n2,,eye,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.11,of,fs-tit-0002380,,#acp-p,,of,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.11,royal,fs-tit-0002400,,#j,,royal,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.11,Rome,fs-tit-0002420,,#n1-nn,,Rome,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.11,",",fs-tit-0002430,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
l,,1.1.12,,ftln-0012,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
w,,1.1.12,Keep,fs-tit-0002440,,#vvb,,keep,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.12,",",fs-tit-0002450,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.12,then,fs-tit-0002470,,#av,,then,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.12,",",fs-tit-0002480,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.12,this,fs-tit-0002500,,#d,,this,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.12,passage,fs-tit-0002520,,#n1,,passage,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.12,to,fs-tit-0002540,,#acp-p,,to,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.12,the,fs-tit-0002560,,#d,,the,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.12,Capitol,fs-tit-0002580,,#n1-nn,,Capitol,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
pc,,1.1.12,",",fs-tit-0002590,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
l,,1.1.13,,ftln-0013,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
w,,1.1.13,And,fs-tit-0002600,,#cc,,and,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.13,suffer,fs-tit-0002620,,#vvb,,suffer,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.13,not,fs-tit-0002640,,#xx,,not,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.13,dishonor,fs-tit-0002660,,#n1,,dishonour,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.13,to,fs-tit-0002680,,#acp-cs,,to,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
w,,1.1.13,approach,fs-tit-0002700,,#vvi,,approach,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
l,,1.1.14,,ftln-0014,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
w,,1.1.14,The,fs-tit-0002710,,#d,,the,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,#Bassianus_Tit
c,,, ,,,,,,,1,1,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,1,
